ID;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Dt_Customer_month;Dt_Customer_dayofweek
9491;1984;Graduation;Together;23976.0;1;0;68;14;1;21;2;3;25;3;3;1;3;7;0;0;0;0;0;0;0;12;4
6609;1966;Graduation;Widow;27038.0;0;0;64;1;26;25;17;23;15;1;3;0;3;9;0;0;0;0;0;0;1;9;1
6963;1947;Graduation;Single;77457.0;0;0;85;675;11;400;15;45;11;1;2;5;10;1;0;0;1;0;0;0;0;3;2
4440;1964;Master;Married;64100.0;0;1;93;509;0;27;0;0;10;1;8;3;6;7;0;1;0;0;0;0;0;9;1
1379;1992;Master;Together;42670.0;0;0;12;154;2;46;20;4;15;1;4;2;4;4;0;0;0;0;0;0;0;4;5
10032;1976;Graduation;Divorced;12571.0;1;0;86;3;5;14;2;12;17;4;3;1;3;6;0;0;0;0;0;0;0;1;5
2826;1967;Graduation;Married;22574.0;2;1;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;0;10;0
3050;1966;Graduation;Married;54198.0;1;1;13;185;0;28;3;2;17;6;3;1;6;4;0;0;0;0;0;0;0;12;1
231;1956;Master;Together;28839.0;1;1;86;24;0;7;0;0;1;2;2;0;3;5;0;0;0;0;0;0;0;3;1
2392;1972;Graduation;Married;40321.0;1;1;59;44;4;21;6;0;27;2;3;0;3;7;0;0;0;0;0;0;0;7;0
9478;1985;Graduation;Single;66503.0;1;0;30;91;64;128;65;3;50;2;4;3;6;3;0;0;0;0;0;0;0;8;1
113;1951;Graduation;Married;30833.0;1;1;33;11;0;7;3;1;6;2;1;0;3;5;0;0;0;0;0;0;0;7;1
2863;1970;Graduation;Single;41789.05405405405;1;2;67;738;20;172;52;50;20;6;2;3;10;7;0;1;0;1;0;0;0;8;4
1802;1971;Graduation;Married;64795.0;0;1;23;412;5;119;38;29;77;3;3;3;12;2;0;0;0;0;0;0;0;1;3
520;1974;Graduation;Married;34421.0;1;0;81;3;3;7;6;2;9;1;1;0;2;7;0;0;0;0;0;0;0;7;0
8275;1965;PhD;Divorced;47025.0;1;1;6;16;0;3;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;2;6
9750;1961;PhD;Divorced;64325.0;0;1;41;731;60;353;78;12;73;5;10;3;5;7;0;0;0;0;0;0;0;2;3
2607;1953;Graduation;Single;40464.0;0;1;78;424;17;118;7;23;41;6;8;2;8;8;0;0;0;0;0;0;0;1;4
7214;1957;Graduation;Married;62187.0;0;0;49;792;0;275;45;45;126;1;4;8;5;3;0;0;0;0;0;0;0;7;4
5835;1976;PhD;Divorced;14849.0;1;0;39;21;2;28;3;2;9;3;2;0;4;8;0;0;0;0;0;0;0;7;1
3896;1984;Graduation;Married;27255.0;1;0;3;22;1;11;0;1;2;1;1;0;3;7;0;0;0;0;0;0;0;11;3
10350;1950;PhD;Married;54432.0;2;1;37;33;0;5;0;0;0;1;1;0;3;4;0;0;0;0;0;0;0;5;3
7786;1986;PhD;Single;29999.0;1;0;22;68;7;59;10;5;11;4;3;1;4;8;0;0;0;0;0;0;0;2;2
2861;1983;Graduation;Single;24072.0;1;0;79;9;1;6;3;0;4;1;1;0;2;8;0;0;0;0;0;0;0;4;1
663;1989;PhD;Single;33996.0;0;0;46;40;2;15;8;0;6;1;1;1;3;4;0;0;0;0;0;0;0;9;2
10675;1956;PhD;Married;66334.0;0;1;82;909;11;218;0;0;23;2;9;3;5;5;0;0;0;0;0;0;1;4;2
2521;1971;Master;Married;35178.0;1;0;10;23;1;13;2;2;18;1;1;1;2;7;1;0;0;0;0;0;1;1;3
9592;1983;Graduation;Together;22010.0;1;0;51;11;2;9;3;0;8;2;2;0;3;8;0;0;0;0;0;0;0;6;6
4099;1972;Graduation;Married;30675.0;1;0;14;10;2;16;11;2;21;1;1;0;3;8;0;0;0;0;0;0;0;11;0
11191;1986;Graduation;Divorced;41411.0;0;0;11;37;32;38;11;3;18;1;2;1;4;6;0;0;0;0;0;0;0;12;5
9707;1969;PhD;Married;55212.0;0;1;65;1103;0;45;0;0;34;3;4;2;11;8;0;1;0;0;1;0;0;11;4
6245;1950;PhD;Together;59292.0;0;1;71;378;14;68;19;14;14;2;3;5;8;3;0;0;0;0;0;0;0;6;3
8234;1973;Basic;Together;27190.0;1;0;13;1;6;7;0;1;3;1;1;0;2;8;1;0;0;0;0;0;1;8;3
8553;1965;Graduation;Married;44300.0;1;1;65;30;0;9;0;0;3;2;1;0;3;6;0;0;0;0;0;0;0;6;6
8842;1971;Graduation;Widow;30372.0;1;1;33;15;0;12;7;3;7;3;2;0;3;7;0;0;0;0;0;0;0;12;1
11030;1976;Master;Married;33181.0;1;0;90;9;0;3;0;0;4;1;1;0;2;6;1;0;0;0;0;0;0;1;4
2579;1957;Graduation;Married;71113.0;0;1;95;495;33;255;11;33;8;4;6;7;9;4;0;0;0;0;0;0;0;12;1
9185;1966;PhD;Single;69759.0;0;0;38;452;20;514;13;30;0;3;4;6;5;3;0;0;0;0;0;0;1;10;0
9365;1976;PhD;Single;60000.0;0;1;57;1048;0;217;0;0;12;5;11;3;5;6;0;0;0;0;0;0;0;12;5
6201;1978;Graduation;Single;38643.0;1;1;45;22;2;14;0;1;10;2;2;0;3;7;0;0;0;0;0;1;0;11;4
2061;1955;Graduation;Married;50737.0;0;1;61;78;0;11;0;0;10;1;2;0;4;6;0;1;0;0;0;0;0;5;5
6142;1943;Master;Married;65073.0;0;0;65;629;17;177;69;0;8;1;5;3;5;2;0;0;0;0;0;1;0;8;1
4107;1948;PhD;Together;46681.0;0;2;52;269;15;69;15;19;38;2;4;6;4;5;0;0;0;0;0;0;0;10;1
9336;1969;PhD;Widow;62187.0;0;1;38;512;0;83;0;0;41;3;6;2;10;4;0;0;0;0;0;0;0;3;5
2958;1978;Graduation;Married;28442.0;2;0;53;19;3;10;11;8;6;3;2;1;4;4;0;0;0;0;0;0;0;2;0
933;1978;PhD;Married;37717.0;1;0;31;9;0;6;4;1;5;1;1;0;2;9;0;0;0;0;0;0;0;11;4
4432;1976;Graduation;Divorced;31615.0;1;0;82;2;3;20;6;11;9;2;2;0;3;7;0;0;0;0;0;0;0;3;5
2928;1975;PhD;Single;52614.0;0;1;63;789;0;142;12;9;38;2;2;4;8;8;0;0;0;0;0;0;0;12;5
5680;1984;2n Cycle;Married;35684.0;1;0;66;10;4;7;0;6;3;1;1;0;3;6;0;0;0;0;0;0;0;4;1
10313;1975;Graduation;Married;48178.0;1;1;69;159;4;45;6;2;38;6;5;1;4;8;0;0;0;0;0;0;0;10;6
2557;1970;Master;Single;29548.0;1;0;52;7;1;6;3;1;11;1;1;1;2;4;1;0;0;0;0;0;0;8;3
1245;1966;Graduation;Single;63810.0;0;1;45;977;12;253;16;12;101;4;4;3;12;8;0;1;0;0;0;0;0;11;6
1519;1972;PhD;Single;38578.0;1;1;2;38;4;22;3;3;3;3;3;0;3;8;0;0;0;0;0;0;1;6;5
10703;1975;Master;Single;46098.0;1;1;86;57;0;27;0;0;36;4;3;2;2;8;0;0;0;0;0;0;0;8;5
1726;1970;Graduation;Single;22585.0;0;0;23;3;9;15;13;2;39;1;1;1;2;9;1;0;0;0;0;0;1;3;0
4459;1989;Graduation;Single;30279.0;1;0;13;10;4;14;4;4;1;1;1;0;3;8;0;0;0;0;0;0;0;12;6
1517;1969;Graduation;Single;30822.0;1;0;92;3;9;13;2;12;12;1;1;0;3;7;0;0;0;0;0;0;0;6;4
2098;1969;PhD;Married;33581.0;2;0;38;11;0;5;0;0;1;1;1;0;2;8;0;0;0;0;0;0;0;1;1
9543;1985;Graduation;Married;19986.0;1;0;74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;0;0;11;3
6878;1954;Graduation;Widow;27421.0;0;0;14;43;12;96;78;40;55;3;4;1;6;7;0;0;0;0;0;0;0;12;2
2724;1981;Master;Single;36143.0;1;0;33;12;0;1;0;0;6;1;0;1;2;3;0;0;0;0;0;0;0;3;6
948;1971;Graduation;Single;10245.0;1;0;32;4;7;7;6;4;13;3;1;2;2;5;0;0;0;0;0;0;0;5;2
6720;1968;Master;Together;43795.0;0;1;11;314;11;53;4;3;107;3;7;3;4;7;0;1;0;0;0;0;1;10;2
2066;1949;Graduation;Together;38823.0;0;1;56;70;0;11;2;8;23;1;2;1;3;6;0;0;0;0;0;0;0;8;3
9799;1968;PhD;Divorced;83664.0;1;1;57;866;21;151;28;21;86;3;2;2;12;5;0;0;0;0;0;0;0;5;2
5642;1979;Master;Together;62499.0;1;0;0;140;4;61;0;13;4;2;3;1;6;4;0;0;0;0;0;0;0;12;0
455;1946;PhD;Married;51012.0;0;0;86;102;9;63;2;9;24;1;4;1;4;6;0;0;0;0;0;0;0;4;3
7683;1968;Master;Married;70777.0;0;1;80;554;35;113;0;7;78;3;5;3;12;3;0;0;0;0;0;0;0;2;1
3428;1991;PhD;Together;68682.0;0;0;56;919;0;505;99;30;45;1;4;9;10;2;0;0;0;0;0;0;0;10;6
7414;1971;Graduation;Married;43824.0;1;1;18;96;1;42;12;3;32;4;3;1;4;8;0;0;0;0;0;0;0;9;5
6354;1984;Graduation;Together;15345.0;1;0;51;5;2;16;3;2;19;2;1;1;2;8;0;0;0;0;0;0;1;8;4
798;1987;Graduation;Single;23442.0;1;0;71;2;0;6;8;6;5;1;1;0;3;7;0;0;0;0;0;0;0;12;0
8213;1980;2n Cycle;Together;14515.0;1;0;71;6;4;9;6;36;35;4;2;2;3;7;0;0;0;0;0;0;1;11;4
2488;1956;2n Cycle;Divorced;31395.0;1;1;80;23;1;25;0;8;7;4;2;1;3;6;0;0;0;0;0;0;0;3;5
7617;1974;Graduation;Single;42373.0;1;1;83;67;5;61;3;8;19;5;2;1;5;5;0;0;0;0;0;0;0;8;3
615;1960;Graduation;Together;30507.0;0;0;29;65;36;74;38;20;110;1;5;1;4;7;0;0;0;0;0;0;0;3;0
194;1965;Graduation;Married;48006.0;1;1;55;23;0;11;3;2;2;1;1;0;3;6;0;0;0;0;0;0;0;6;0
3645;1972;PhD;Single;27213.0;1;0;19;19;3;26;10;9;3;3;2;0;4;8;0;0;0;0;0;0;1;8;3
8890;1971;PhD;Divorced;65808.0;1;1;1;155;7;80;13;7;10;3;5;1;5;6;0;0;0;0;0;0;0;5;4
5049;1974;PhD;Together;30351.0;1;0;19;14;0;24;3;3;2;1;3;0;2;9;0;0;0;0;0;0;0;6;3
9973;1963;Graduation;Married;50437.0;0;2;28;370;9;92;6;9;4;3;7;1;8;7;0;0;0;0;0;0;0;10;2
7301;1982;2n Cycle;Single;23616.0;1;0;76;4;22;11;3;7;32;2;3;0;3;8;0;0;0;0;0;0;1;11;5
7030;1955;PhD;Married;66465.0;0;1;1;1200;0;204;38;29;14;3;11;9;12;6;0;0;0;1;0;0;0;3;5
7422;1987;Graduation;Single;46923.0;1;0;90;85;44;54;102;78;6;3;5;1;7;7;0;0;0;0;0;0;0;8;2
3523;1962;Graduation;Together;75072.0;0;1;83;583;34;309;0;22;125;2;5;4;8;3;0;0;0;0;0;0;0;1;2
6504;1975;2n Cycle;Together;19789.0;1;0;24;2;5;9;28;6;28;3;2;1;3;5;1;0;0;0;0;0;0;11;2
5067;1994;Graduation;Together;80134.0;0;0;11;966;26;282;52;26;26;1;2;7;11;5;0;1;1;1;1;0;0;2;4
5929;1973;PhD;Married;37401.0;1;0;14;19;3;19;3;1;3;2;2;0;3;7;0;0;0;0;0;0;0;5;1
3129;1983;Graduation;Married;30096.0;1;0;30;5;3;11;12;5;9;1;2;0;3;6;0;0;0;0;0;0;0;5;3
6528;1982;Master;Together;18492.0;1;0;75;2;2;2;2;1;1;1;1;0;2;8;0;0;0;0;0;0;0;6;3
7284;1953;Graduation;Married;48686.0;1;2;8;10;0;7;2;0;1;1;1;0;2;8;0;0;0;0;0;0;0;12;2
8746;1989;Graduation;Married;75433.0;1;0;28;800;0;297;0;34;57;2;2;5;10;6;0;1;0;1;0;0;0;4;5
5987;1989;2n Cycle;Together;10404.0;1;0;52;2;2;11;10;6;12;2;1;0;4;5;0;0;0;0;0;0;0;5;6
6694;1964;Graduation;Married;75236.0;0;1;27;438;66;400;12;38;114;1;8;3;13;4;0;0;0;0;0;0;0;11;0
498;1970;Graduation;Single;30015.0;1;0;28;25;0;22;2;3;5;2;1;0;4;5;0;0;0;0;0;0;0;2;6
9347;1956;Master;Together;50943.0;0;1;49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;0;6;4
9699;1966;Graduation;Divorced;67272.0;0;1;12;357;35;271;28;28;14;3;6;2;12;5;0;0;0;0;0;0;0;12;5
10664;1949;Master;Widow;51529.0;0;1;14;400;4;35;6;0;22;2;9;1;5;8;0;0;0;0;0;0;0;9;5
5455;1971;PhD;Married;32011.0;1;0;89;99;0;15;2;1;5;3;2;1;4;7;0;0;0;0;0;0;0;8;3
456;1986;2n Cycle;Married;7500.0;1;0;96;1;11;5;4;6;9;2;2;0;3;8;0;0;0;0;0;0;0;2;3
5012;1989;Graduation;Married;28691.0;1;0;56;5;4;13;8;0;4;1;1;0;3;8;0;0;0;0;0;0;0;7;3
7495;1948;PhD;Married;56223.0;0;1;72;77;28;31;16;0;4;2;2;1;5;4;0;0;0;0;0;0;0;12;4
5029;1946;Graduation;Married;18100.0;0;0;14;3;1;2;4;3;1;1;0;0;3;5;0;0;0;0;0;0;0;8;1
10642;1989;Graduation;Single;30279.0;1;0;13;10;4;14;4;4;1;1;1;0;3;8;0;0;0;0;0;0;0;12;6
2106;1974;2n Cycle;Married;20130.0;0;0;99;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;0;3;0
10364;1959;Graduation;Divorced;23295.0;0;0;72;0;0;1;2;12;5;1;1;0;2;8;0;0;0;0;0;0;0;7;5
5954;1972;Master;Divorced;42618.0;1;0;92;76;14;74;13;5;10;2;5;0;4;8;0;0;0;0;0;0;0;10;2
2541;1976;Graduation;Married;24027.0;1;0;7;14;7;11;11;0;5;2;2;0;3;8;0;0;0;0;0;0;0;6;6
1142;1953;PhD;Married;55707.0;0;1;91;208;7;82;30;66;35;2;3;2;9;3;0;0;0;0;0;0;0;12;6
2276;1955;Graduation;Single;57959.0;0;1;71;430;16;322;43;24;33;5;4;7;11;3;0;0;0;0;0;0;0;5;3
2807;1969;Graduation;Married;56796.0;0;1;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;0;0;2;5
6471;1971;Master;Single;36230.0;1;0;17;14;2;30;8;2;3;1;2;0;4;5;0;0;0;0;0;0;0;10;3
6131;1980;2n Cycle;Married;70829.0;1;1;87;141;70;106;72;19;23;2;4;2;8;3;0;0;0;0;0;0;0;12;6
6233;1976;Graduation;Married;65991.0;0;1;21;507;19;364;25;47;9;3;9;5;10;7;0;0;0;0;0;0;0;9;4
3225;1984;Master;Married;42207.0;1;0;71;116;11;72;3;17;46;4;4;1;5;6;1;0;0;0;0;0;1;4;0
7540;1952;Graduation;Married;50300.0;0;1;52;143;15;60;24;23;5;2;2;1;8;2;0;0;0;0;0;0;0;5;6
1992;1964;Graduation;Married;60597.0;0;1;2;522;0;257;32;16;66;4;2;2;8;7;0;0;0;1;0;0;1;1;2
8594;1958;PhD;Widow;50520.0;0;1;25;112;0;6;2;1;14;2;3;1;3;6;0;0;0;0;0;0;0;1;1
2815;1975;Graduation;Married;33183.0;1;0;46;7;5;39;17;15;37;2;4;0;3;7;0;0;0;0;0;0;0;2;0
2416;1969;PhD;Single;66582.0;0;0;83;789;25;420;16;38;0;1;2;8;9;1;0;0;0;0;0;0;0;3;0
9213;1970;Graduation;Widow;31880.0;1;0;13;4;1;5;2;0;3;1;1;0;2;8;0;0;0;0;0;0;0;10;2
9697;1951;Graduation;Married;53790.0;0;2;86;335;42;127;28;5;5;3;7;2;8;6;0;0;0;0;0;0;0;3;3
3916;1971;PhD;Together;49269.0;1;0;92;639;8;166;11;8;58;3;7;3;12;7;0;0;0;0;0;0;0;8;2
1581;1980;Graduation;Married;37406.0;1;0;18;2;0;8;2;2;3;1;1;0;2;8;0;0;0;0;0;0;1;10;3
6619;1978;Graduation;Married;38415.0;1;1;91;22;1;13;4;0;4;2;1;0;3;7;0;0;0;0;0;0;0;1;2
9081;1988;Graduation;Single;20518.0;1;0;58;4;1;6;4;1;9;1;1;1;2;5;0;0;0;0;0;0;0;5;6
178;1956;Graduation;Married;62503.0;0;1;40;478;0;193;110;75;117;4;8;3;11;5;0;0;0;0;0;0;0;2;0
916;1972;PhD;Single;41644.0;1;1;67;20;3;4;2;0;2;2;1;0;3;3;0;0;0;0;0;0;0;5;4
5512;1977;Master;Married;55842.0;0;1;19;451;0;39;0;4;24;1;7;1;8;5;0;0;0;0;0;0;0;5;4
8970;1972;PhD;Married;62010.0;0;1;93;371;22;39;6;0;92;4;6;2;7;5;0;0;0;0;0;0;0;10;1
5300;1973;Master;Married;38961.0;1;0;60;19;7;19;0;1;24;1;2;1;2;7;0;0;0;0;0;0;0;12;0
5154;1972;Master;Divorced;37760.0;1;0;54;26;3;13;2;10;0;1;2;0;3;6;0;0;0;0;0;0;0;8;6
8346;1974;Graduation;Single;32233.0;1;0;26;138;15;35;25;11;72;2;6;2;2;9;1;0;0;0;0;0;1;8;6
1676;1975;Graduation;Married;43057.0;0;1;30;213;2;44;0;2;5;4;4;2;5;5;0;0;0;0;0;0;0;10;2
9286;1960;Master;Together;83151.0;0;0;93;407;28;100;120;74;18;1;5;9;4;3;0;0;0;0;0;0;0;10;2
5172;1976;Master;Together;65104.0;0;1;4;738;0;232;13;20;50;2;3;5;7;7;0;0;0;0;0;0;0;11;3
5562;1974;Graduation;Married;60093.0;0;1;92;502;12;109;16;6;90;2;7;2;10;6;0;0;0;0;0;0;0;6;2
3436;1969;Graduation;Married;14045.0;1;0;24;11;0;5;2;1;1;1;1;0;3;7;0;0;0;0;0;0;0;1;6
3921;1952;2n Cycle;Widow;28457.0;0;0;96;24;1;108;29;29;14;1;4;1;4;8;0;0;0;0;0;0;0;10;6
22;1976;Graduation;Divorced;46310.0;1;0;99;185;2;88;15;5;14;2;6;1;5;8;0;0;0;0;0;0;0;12;0
6605;1944;PhD;Divorced;55614.0;0;0;85;504;13;131;8;0;26;1;9;4;6;7;0;1;0;0;0;0;0;11;2
3136;1962;Master;Divorced;59432.0;0;1;88;317;25;265;25;19;12;3;5;3;11;5;0;0;0;0;0;0;0;4;5
8737;1978;Graduation;Divorced;55563.0;0;1;22;29;1;9;2;0;2;1;2;0;3;3;0;0;0;0;0;0;0;4;5
716;1949;PhD;Together;67911.0;0;1;63;529;0;356;63;28;0;3;6;7;11;3;0;0;0;0;0;0;0;5;3
466;1944;Graduation;Married;65275.0;0;0;9;388;14;218;91;14;21;1;4;3;13;2;0;0;0;0;0;0;0;4;2
9135;1950;Graduation;Together;27203.0;1;1;92;13;2;21;4;0;24;2;1;1;2;8;0;0;0;0;0;0;0;8;0
10623;1961;Master;Together;48330.0;0;1;2;28;0;4;0;0;0;1;1;0;3;5;0;0;0;0;0;0;0;11;4
8151;1990;Basic;Married;24279.0;0;0;6;16;36;21;20;62;108;1;4;1;3;8;0;0;0;0;0;0;0;12;5
10160;1956;Master;Together;50943.0;0;1;49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;0;6;4
4945;1953;Graduation;Widow;53653.0;0;0;29;815;10;239;28;10;108;2;10;4;12;6;0;0;0;0;0;0;0;11;2
3386;1992;Graduation;Married;34935.0;0;0;71;34;4;66;3;10;20;1;2;1;4;7;0;0;0;0;0;0;0;6;4
9925;1981;PhD;Together;39665.0;1;0;97;127;1;56;0;1;31;3;4;2;3;7;1;0;0;0;0;0;0;5;5
5389;1964;Graduation;Married;48920.0;0;2;93;238;17;68;8;10;6;3;6;2;5;7;0;1;0;0;0;0;0;10;6
182;1946;PhD;Together;44124.0;0;1;62;284;0;55;0;6;52;4;6;2;5;8;0;0;0;0;0;0;0;5;5
11025;1961;Graduation;Married;36443.0;1;1;9;65;0;46;4;3;20;4;3;1;3;8;0;0;0;0;0;0;0;2;6
10203;1990;Graduation;Single;26095.0;1;0;77;11;7;9;3;1;11;1;1;0;3;7;0;0;0;0;0;0;0;6;6
4607;1959;Graduation;Together;71367.0;0;0;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;0;8;4
3696;1965;Graduation;Divorced;30630.0;1;1;67;27;1;12;2;0;10;2;2;0;3;7;0;0;0;0;0;0;0;1;0
9214;1991;Graduation;Married;42691.0;0;0;48;179;2;64;38;17;58;1;5;1;6;5;0;0;0;0;0;0;0;8;4
35;1987;Graduation;Married;25545.0;1;0;35;32;1;64;16;12;85;3;2;2;3;6;0;0;0;0;0;0;1;9;5
2258;1986;Graduation;Married;32880.0;1;0;76;8;4;15;7;6;2;1;1;0;3;8;0;0;0;0;0;0;0;12;1
4322;1958;PhD;Together;77863.0;0;0;20;881;38;319;16;25;12;1;4;5;10;2;0;0;0;0;0;0;0;11;2
713;1977;Master;Married;50353.0;0;0;72;141;15;153;67;31;35;1;4;4;6;3;0;0;0;0;0;0;0;6;6
3281;1960;PhD;Married;49154.0;1;1;69;206;10;67;30;27;71;6;4;1;8;6;0;0;0;0;0;0;0;11;6
702;1975;2n Cycle;Widow;47682.0;0;1;80;162;61;83;97;57;61;4;4;3;8;5;0;0;0;0;0;0;0;2;4
4437;1962;Graduation;Married;65316.0;1;1;65;112;6;92;3;9;38;2;3;2;5;4;0;0;0;0;0;0;0;4;2
8724;1982;Graduation;Single;28567.0;1;0;57;11;3;22;2;2;6;2;2;0;3;6;0;0;0;0;0;0;0;6;0
10741;1951;Master;Together;47352.0;0;1;70;172;12;112;8;0;15;4;6;1;5;7;0;0;0;0;0;0;0;4;3
1991;1967;Graduation;Together;44931.0;0;1;0;78;0;11;0;0;7;1;2;1;3;5;0;0;0;0;0;0;0;1;5
11096;1952;2n Cycle;Together;57247.0;0;1;50;99;4;32;37;54;6;2;2;1;7;2;0;0;0;0;0;0;0;8;3
304;1981;Master;Single;22944.0;1;0;67;19;3;19;4;5;26;3;3;0;3;7;0;0;0;0;0;0;0;12;0
3665;1977;2n Cycle;Together;25315.0;1;0;46;1;9;8;11;3;22;3;3;0;3;8;0;0;0;0;0;0;0;11;3
10591;1969;Graduation;Widow;43638.0;0;1;37;63;10;83;7;19;19;2;4;1;4;7;0;0;0;0;0;0;0;8;0
5036;1984;PhD;Single;42710.0;1;0;38;252;3;42;4;3;102;2;4;5;3;6;0;0;0;0;0;0;0;11;2
8541;1990;2n Cycle;Married;24683.0;1;0;98;8;4;10;6;7;6;2;2;0;4;5;0;0;0;0;0;0;0;3;5
4368;1980;Graduation;Married;47850.0;1;0;72;42;7;43;20;12;10;1;3;0;4;6;0;0;0;0;0;0;0;12;1
9671;1968;Graduation;Married;19514.0;1;1;47;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;0;1;1;6
2256;1973;Master;Married;27159.0;1;1;33;17;0;3;0;0;1;2;1;0;3;6;0;0;0;0;0;0;0;3;5
4279;1963;2n Cycle;Single;39548.0;1;1;87;15;4;10;3;4;18;2;1;1;3;3;0;0;0;0;0;0;0;3;0
5371;1989;Graduation;Single;21474.0;1;0;0;6;16;24;11;0;34;2;3;1;2;7;1;0;0;0;0;0;1;4;1
9240;1971;PhD;Single;60504.0;0;1;73;458;0;24;6;4;34;2;6;2;8;6;0;0;0;0;0;0;0;2;4
9460;1963;Graduation;Married;22419.0;0;0;74;30;3;47;19;21;42;1;3;2;2;8;0;0;0;0;0;0;0;4;3
8692;1952;Graduation;Together;43462.0;1;1;50;90;17;97;15;6;15;6;4;1;5;8;0;0;0;0;0;0;0;9;2
8420;1970;2n Cycle;Married;15315.0;0;0;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;0;8;5
7685;1978;Graduation;Married;33039.0;1;0;4;30;8;12;8;8;12;1;2;0;4;5;0;0;0;0;0;0;0;9;0
10232;1963;PhD;Divorced;48799.0;0;1;9;174;18;81;28;6;24;3;3;2;7;3;0;0;0;0;0;0;0;11;1
4184;1950;PhD;Together;52157.0;0;1;48;189;2;29;3;2;40;2;3;2;5;4;0;0;0;0;0;0;0;6;5
9120;1962;Graduation;Single;66565.0;0;1;80;747;10;161;65;40;42;4;4;2;9;8;0;0;0;0;0;0;0;12;2
891;1951;Master;Together;29298.0;1;1;60;6;0;2;2;0;1;1;1;0;2;5;0;0;0;0;0;0;0;9;5
10381;1979;Graduation;Single;47691.0;0;1;43;14;0;3;0;0;4;1;1;0;2;6;0;0;0;0;0;0;0;7;4
3525;1970;Graduation;Together;38200.0;1;1;19;12;0;4;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;12;4
6818;1974;Graduation;Married;44989.0;0;1;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;0;9;2
3526;1968;PhD;Married;38443.0;1;1;58;32;0;5;0;0;1;2;1;0;3;7;0;0;0;0;0;0;0;1;0
8181;1978;2n Cycle;Single;38593.0;1;0;42;51;12;49;17;24;24;3;4;1;3;8;0;0;0;0;0;0;0;9;4
1029;1970;PhD;Together;64413.0;0;1;27;200;5;44;0;10;20;1;5;1;5;5;0;0;0;0;0;0;0;8;3
7369;1981;Master;Married;36959.0;1;0;56;25;6;25;6;0;0;2;2;0;3;8;0;0;0;0;0;0;0;10;2
2574;1977;PhD;Married;61996.0;0;1;27;1050;12;144;0;0;24;3;6;4;8;5;0;1;0;1;1;0;1;1;3
8159;1968;Graduation;Married;51287.0;1;1;10;117;0;22;13;0;30;3;4;1;3;7;0;0;0;0;0;0;0;4;1
1160;1970;Graduation;Married;13260.0;1;1;48;9;4;17;10;2;7;4;3;0;3;8;0;0;0;0;0;0;0;8;4
10242;1966;PhD;Together;47472.0;1;1;39;56;0;11;0;0;8;2;2;0;4;5;0;0;0;0;0;0;0;9;0
5253;1956;Master;Together;54603.0;1;1;85;145;13;46;17;2;4;6;4;2;4;7;0;0;0;0;0;0;0;7;1
5966;1974;PhD;Married;45207.0;1;1;64;203;0;10;0;0;2;5;3;1;6;6;0;1;0;0;0;0;0;11;5
5081;1967;2n Cycle;Together;47821.0;1;1;54;9;0;16;6;6;10;1;1;0;3;8;0;0;0;0;0;0;0;10;6
5123;1951;Master;Married;27450.0;0;0;57;37;12;23;8;11;52;1;2;1;3;7;0;0;0;0;0;0;0;4;0
5756;1983;Graduation;Together;39453.0;1;0;64;46;0;7;0;0;2;2;2;0;3;6;0;0;0;0;0;0;0;4;3
8036;1971;2n Cycle;Together;26850.0;1;1;10;31;1;13;7;2;9;4;2;1;4;4;0;0;0;0;0;0;0;4;4
5057;1961;Master;Married;61794.0;0;1;74;264;47;188;54;47;11;2;4;4;10;2;0;0;0;0;0;0;0;9;5
254;1955;Graduation;Together;53863.0;0;1;4;399;4;30;6;4;30;3;7;1;7;7;0;1;0;0;0;0;0;5;5
4179;1959;Graduation;Together;24221.0;0;0;94;8;9;9;2;5;22;1;1;1;3;4;0;0;0;0;0;0;0;8;1
3710;1984;PhD;Single;39684.0;1;0;41;19;0;35;6;4;17;2;2;1;2;7;0;0;0;0;0;1;1;10;4
6424;1977;Graduation;Together;33178.0;1;0;9;12;6;2;11;2;16;1;1;0;3;4;0;0;0;0;0;0;0;1;3
3075;1972;PhD;Married;59973.0;0;0;47;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;0;0;9;2
